Episode,GPU Time,CPU Time,MSE,RMSE
Episode_1,0.06274864103941791,0.01101066791905766,2.604740299919632e-05,0.005103665643358343
Episode_2,0.06867074494626088,0.010584212859261949,1.547805234008764e-05,0.00393421559400189
Episode_3,0.08237094145554763,0.01120306895329402,4.361139358901078e-06,0.002088334110936533
Episode_4,0.05375273669498008,0.010459826180809423,0.0006341057266109721,0.025181456006573014
Episode_5,0.049633820070967456,0.010790527218217232,0.0001553909814358173,0.012465591900740907
Episode_6,0.05360102090309924,0.010435684459415947,9.999717187490407e-06,0.0031622329432681594
Episode_7,0.050604200684416165,0.010491677955208889,0.0005798933596672385,0.024080975056405805
Episode_8,0.052187384006588955,0.010722963200059048,2.2562224052038738e-05,0.004749970952757368
Episode_9,0.049231186809155766,0.010455782552922104,0.0004524486359482629,0.021270840038613025
