Episode,GPU Time,CPU Time,MSE,RMSE
Episode_1,0.06274864103941791,0.030507167883678875,9.979000560219852e-06,0.0031589556122585596
Episode_2,0.06867074494626088,0.03508306524684372,9.482056201924838e-17,9.737585019872658e-09
Episode_3,0.08237094145554763,0.029494615701528695,1.1278714445914373e-16,1.0620129211038052e-08
Episode_4,0.05375273669498008,0.02873634886846208,0.0006152305303002274,0.024803841039246873
Episode_5,0.049633820070967456,0.029018171878132697,0.00013639314544186602,0.011678747597318217
Episode_6,0.05360102090309924,0.028600120168971264,6.005166894112224e-17,7.749301190502422e-09
Episode_7,0.050604200684416165,0.029138908808453937,0.0005646887191835796,0.023763179904709292
Episode_8,0.052187384006588955,0.029277406736861827,4.6963188025668344e-17,6.8529692853294145e-09
Episode_9,0.049231186809155766,0.029430235106558723,0.0004336809924112987,0.02082500882139786
